,Date,avg_comments,avg_bookmarks,avg_shares,year,month,day,weekday,discount_today,avg_discount,Y_discount_1d,Y_avg_discount_1d,Y_discount_3d,Y_avg_discount_3d,Y_discount_7d,Y_avg_discount_7d,Y_discount_14d,Y_avg_discount_14d,discount_past1day,discount_past2day,discount_past3day,discount_past4day,discount_past5day,discount_past6day,discount_past7day,discount_min_past15day,discount_min_past30day,discount_max_past15day,discount_max_past30day,discount_mean_past15day,discount_mean_past30day,nday_away_Martin_Luther_King_Jr_Day,nday_away_Columbus_Day,nday_away_Labor_Day,nday_away_New_Years_Day,nday_away_Thanksgiving,nday_away_Memorial_Day,nday_away_Christmas_Day,nday_away_Washingtons_Birthday,nday_away_Veterans_Day,nday_away_Independence_Day,nday_away_anyholiday
29,2011-10-20,0.0,0.0,0.0,2011,10,20,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,2.3645554668615604e-08,0.7971141629458125,0.010134227381485734,5.649744546949397e-06,0.06217652402211632,7.276663454088607e-21,5.131379054322775e-05,1.2619447026583566e-15,0.33370241075447066,3.2610248726700355e-12,0.7971141629458125
30,2011-10-21,0.0,0.0,0.0,2011,10,21,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,2.3333333333333335,3.516321581057925e-08,0.760045927023468,0.008244689844825922,7.849175678309677e-06,0.07270717596764426,3.795737739100092e-21,6.906248619019833e-05,2.1994547780410763e-15,0.36787944117144233,1.9936717358377863e-12,0.760045927023468
31,2011-10-22,0.0,0.0,0.0,2011,10,22,5,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.205447572187675e-08,0.7214222903547561,0.006677108163747914,1.0855496653299211e-05,0.08463666150622445,1.971017666651087e-21,9.252960973638543e-05,3.816103628946825e-15,0.40372170860859763,1.2133430395437822e-12,0.7214222903547561
32,2011-10-23,0.0,0.0,0.0,2011,10,23,6,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.671105893720845e-08,0.6816629478612286,0.005383105741918052,1.4945338524781451e-05,0.09807767964508253,1.0188617225283034e-21,0.00012340980408667956,6.5910664926522654e-15,0.441051290941554,7.35095839585829e-13,0.6816629478612286
33,2011-10-24,0.0,0.0,0.0,2011,10,24,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1253517471925912e-07,0.6411803884299546,0.004320239474094066,2.0482936846887517e-05,0.11313897801910364,5.242885663363464e-22,0.00016385096587198604,1.1332393247975474e-14,0.47965226883004425,4.433377746328046e-13,0.6411803884299546
34,2011-10-25,0.0,0.0,0.0,2011,10,25,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6434216793821234e-07,0.6003730411984044,0.003451541830562535,2.7945321209152884e-05,0.12992260830505947,2.685690341941217e-22,0.00021656025755544176,1.939625972470827e-14,0.5192712990540764,2.661680480344294e-13,0.6003730411984044
35,2011-10-26,0.0,0.0,0.0,2011,10,26,2,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3891319952628224e-07,0.5596191218461927,0.002745041231162644,3.795389888449303e-05,0.14852091655171076,1.3695310990003124e-22,0.00028493048887656886,3.3047967556318703e-14,0.5596191218461927,1.5907704423661305e-13,0.5596191218461927
36,2011-10-27,0.0,0.0,0.0,2011,10,27,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4574960100244164e-07,0.5192712990540764,0.002173276647747907,5.131379054322775e-05,0.1690133154060661,6.95213617456976e-23,0.00037318957021707967,5.605339617595758e-14,0.6003730411984044,9.464322195262531e-14,0.6003730411984044
37,2011-10-28,0.0,0.0,0.0,2011,10,28,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.980966734693725e-07,0.47965226883004425,0.00171281936882384,6.906248619019833e-05,0.19146289967870542,3.513136727828072e-23,0.0004865757746296883,9.464322195262531e-14,0.6411803884299546,5.605339617595758e-14,0.6411803884299546
38,2011-10-29,0.0,0.0,0.0,2011,10,29,5,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.143252560542774e-07,0.441051290941554,0.0013438120398556223,9.252960973638543e-05,0.21591298091726488,1.7672673139340898e-23,0.0006315414766389987,1.5907704423661305e-13,0.6816629478612286,3.3047967556318703e-14,0.6816629478612286
39,2011-10-30,0.0,0.0,0.0,2011,10,30,6,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0197853771706282e-06,0.40372170860859763,0.0010495325222677763,0.00012340980408667956,0.24238362999515986,8.849930260292657e-24,0.0008159878350721483,2.661680480344294e-13,0.7214222903547561,1.939625972470827e-14,0.7214222903547561
40,2011-10-31,0.0,0.0,0.0,2011,10,31,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.449278887147761e-06,0.36787944117144233,0.0008159878350721483,0.00016385096587198604,0.2708683284704635,4.411719196996002e-24,0.0010495325222677763,4.433377746328046e-13,0.760045927023468,1.1332393247975474e-14,0.760045927023468
41,2011-11-01,0.0,0.0,0.0,2011,11,1,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.050338474493025e-06,0.33370241075447066,0.0006315414766389987,0.00021656025755544176,0.30133083890551066,2.1893050878062735e-24,0.0013438120398556223,7.35095839585829e-13,0.7971141629458125,6.5910664926522654e-15,0.7971141629458125
42,2011-11-02,0.0,0.0,0.0,2011,11,2,2,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8875503621930407e-06,0.30133083890551066,0.0004865757746296883,0.00028493048887656886,0.33370241075447066,1.0815214096490333e-24,0.00171281936882384,1.2133430395437822e-12,0.8322075006903012,3.816103628946825e-15,0.8322075006903012
43,2011-11-03,0.0,0.0,0.0,2011,11,3,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.048218864632775e-06,0.2708683284704635,0.00037318957021707967,0.00037318957021707967,0.36787944117144233,5.318563715269067e-25,0.002173276647747907,1.9936717358377863e-12,0.8649144172389205,2.1994547780410763e-15,0.8649144172389205
44,2011-11-04,0.0,0.0,0.0,2011,11,4,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.649744546949397e-06,0.24238362999515986,0.00028493048887656886,0.0004865757746296883,0.40372170860859763,2.603658507632229e-25,0.002745041231162644,3.2610248726700355e-12,0.8948393168143698,1.2619447026583566e-15,0.8948393168143698
45,2011-11-05,0.0,0.0,0.0,2011,11,5,5,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.849175678309677e-06,0.21591298091726488,0.00021656025755544176,0.0006315414766389987,0.441051290941554,1.2688318989310368e-25,0.003451541830562535,5.309883359214771e-12,0.9216104472977248,7.207688734079356e-16,0.9216104472977248
46,2011-11-06,0.0,0.0,0.0,2011,11,6,6,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0855496653299211e-05,0.19146289967870542,0.00016385096587198604,0.0008159878350721483,0.47965226883004425,6.155375693545423e-26,0.004320239474094066,8.606890178604721e-12,0.9448875602748896,4.0980960411175916e-16,0.9448875602748896
47,2011-11-07,0.0,0.0,0.0,2011,11,7,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4945338524781451e-05,0.1690133154060661,0.00012340980408667956,0.0010495325222677763,0.5192712990540764,2.972593012420696e-26,0.005383105741918052,1.3887943864964021e-11,0.9643690948860915,2.3195228302435696e-16,0.9643690948860915
48,2011-11-08,0.0,0.0,0.0,2011,11,8,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0482936846887517e-05,0.14852091655171076,9.252960973638543e-05,0.0013438120398556223,0.5596191218461927,1.429047782650265e-26,0.006677108163747914,2.2307970104970424e-11,0.9797986738537043,1.3069097000558088e-16,0.9797986738537043
49,2011-11-09,0.0,0.0,0.0,2011,11,9,2,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7945321209152884e-05,0.12992260830505947,6.906248619019833e-05,0.00171281936882384,0.6003730411984044,6.838934727824874e-27,0.008244689844825922,3.567077669253329e-11,0.9909707162514318,7.330319795513614e-17,0.9909707162514318
50,2011-11-10,0.0,0.0,0.0,2011,11,10,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.795389888449303e-05,0.11313897801910364,5.131379054322775e-05,0.002173276647747907,0.6411803884299546,3.2580712504375464e-27,0.010134227381485734,5.678001307018091e-11,0.9977349953069204,4.09289565372295e-17,0.9977349953069204
51,2011-11-11,0.0,0.0,0.0,2011,11,11,4,0,0.0,0,0,0,0,0,0,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.131379054322775e-05,0.09807767964508253,3.795389888449303e-05,0.002745041231162644,0.6816629478612286,1.5451231768499288e-27,0.012400448027957603,8.997229967366561e-11,1.0,2.2749341707408446e-17,1.0
52,2011-11-12,0.0,0.0,0.0,2011,11,12,5,0,0.0,0,0,0,0,0,0,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.906248619019833e-05,0.08463666150622445,2.7945321209152884e-05,0.003451541830562535,0.7214222903547561,7.294508704739252e-28,0.015104783999608878,1.4192292867942123e-10,0.9977349953069204,1.2587439785341146e-17,0.9977349953069204
53,2011-11-13,0.0,0.0,0.0,2011,11,13,6,0,0.0,0,0,0,0,0,0,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.252960973638543e-05,0.07270717596764426,2.0482936846887517e-05,0.004320239474094066,0.760045927023468,3.4281466917367465e-28,0.01831563888873418,2.2285722505175572e-10,0.9909707162514318,6.933242467194433e-18,0.9909707162514318
54,2011-11-14,0.0,0.0,0.0,2011,11,14,0,0,0.0,0,0,0,0,0,0,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012340980408667956,0.06217652402211632,1.4945338524781451e-05,0.005383105741918052,0.7971141629458125,1.603810890548638e-28,0.022108538597039658,3.4836240728956334e-10,0.9797986738537043,3.8015944193905344e-18,0.9797986738537043
55,2011-11-15,0.0,0.0,0.0,2011,11,15,1,0,0.0,0,0,0,0,0,0,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016385096587198604,0.05293050193270875,1.0855496653299211e-05,0.006677108163747914,0.8322075006903012,7.469255741829046e-29,0.026566137145725102,5.420835868877036e-10,0.9643690948860915,2.0750357571818113e-18,0.9643690948860915
56,2011-11-16,0.0,0.0,0.0,2011,11,16,2,0,0.0,0,0,0,0,0,0,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021656025755544176,0.04485553036633267,7.849175678309677e-06,0.008244689844825922,0.8649144172389205,3.4628359020592734e-29,0.03177804641749838,8.397144824858431e-10,0.9448875602748896,1.1274980485847069e-18,0.9448875602748896
57,2011-11-17,0.0,0.0,0.0,2011,11,17,3,0,0.0,0,0,0,0,0,0,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028493048887656886,0.03784045853143394,5.649744546949397e-06,0.010134227381485734,0.8948393168143698,1.5981476628267853e-29,0.03784045853143394,1.2948737877910746e-09,0.9216104472977248,6.098688103116819e-19,0.9216104472977248
58,2011-11-18,0.0,0.0,0.0,2011,11,18,4,0,0.0,0,0,0,0,1,50,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037318957021707967,0.03177804641749838,4.048218864632775e-06,0.012400448027957603,0.9216104472977248,7.342303069252906e-30,0.04485553036633267,1.987712853292263e-09,0.8948393168143698,3.2838813589367143e-19,0.9216104472977248
59,2011-11-19,0.0,0.0,0.0,2011,11,19,5,0,0.0,0,0,0,0,1,50,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004865757746296883,0.026566137145725102,2.8875503621930407e-06,0.015104783999608878,0.9448875602748896,3.3579801181420154e-30,0.05293050193270875,3.0374578711408626e-09,0.8649144172389205,1.760227914426155e-19,0.9448875602748896
60,2011-11-20,0.0,0.0,0.0,2011,11,20,6,0,0.0,0,0,0,0,1,50,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006315414766389987,0.022108538597039658,2.050338474493025e-06,0.01831563888873418,0.9643690948860915,1.5288129205360447e-30,0.06217652402211632,4.62058847615921e-09,0.8322075006903012,9.392490402701178e-20,0.9643690948860915
61,2011-11-21,0.0,0.0,0.0,2011,11,21,0,0,0.0,0,0,0,0,1,50,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008159878350721483,0.01831563888873418,1.449278887147761e-06,0.022108538597039658,0.9797986738537043,6.928847118330195e-31,0.07270717596764426,6.997045994265065e-09,0.7971141629458125,4.9891093927950183e-20,0.9797986738537043
62,2011-11-22,0.0,0.0,0.0,2011,11,22,1,0,0.0,0,0,1,50,1,50,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010495325222677763,0.015104783999608878,1.0197853771706282e-06,0.026566137145725102,0.9909707162514318,3.1260651434701166e-31,0.08463666150622445,1.0547816779454457e-08,0.760045927023468,2.6381270294181677e-20,0.9909707162514318
63,2011-11-23,0.0,0.0,0.0,2011,11,23,2,0,0.0,0,0,1,50,1,50,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013438120398556223,0.012400448027957603,7.143252560542774e-07,0.03177804641749838,0.9977349953069204,1.4039947359662446e-31,0.09807767964508253,1.5828539209911236e-08,0.7214222903547561,1.3886691616029176e-20,0.9977349953069204
64,2011-11-24,0.0,0.0,0.0,2011,11,24,3,0,0.0,1,50,1,50,1,50,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00171281936882384,0.010134227381485734,4.980966734693725e-07,0.03784045853143394,1.0,6.277162123269114e-32,0.11313897801910364,2.3645554668615604e-08,0.6816629478612286,7.276663454088607e-21,1.0
65,2011-11-25,0.0,0.0,0.0,2011,11,25,4,1,50.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002173276647747907,0.008244689844825922,3.4574960100244164e-07,0.04485553036633267,0.9977349953069204,2.793776256466959e-32,0.12992260830505947,3.516321581057925e-08,0.6411803884299546,3.795737739100092e-21,0.9977349953069204
66,2011-11-26,0.0,0.0,0.0,2011,11,26,5,0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,3.3333333333333335,1.6666666666666667,0.002745041231162644,0.006677108163747914,2.3891319952628224e-07,0.05293050193270875,0.9909707162514318,1.237799517733768e-32,0.14852091655171076,5.205447572187675e-08,0.6003730411984044,1.971017666651087e-21,0.9909707162514318
67,2011-11-27,0.0,0.0,0.0,2011,11,27,6,0,0.0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,3.3333333333333335,1.6666666666666667,0.003451541830562535,0.005383105741918052,1.6434216793821234e-07,0.06217652402211632,0.9797986738537043,5.4593307522331215e-33,0.1690133154060661,7.671105893720845e-08,0.5596191218461927,1.0188617225283034e-21,0.9797986738537043
68,2011-11-28,0.0,0.0,0.0,2011,11,28,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,3.3333333333333335,1.6666666666666667,0.004320239474094066,0.004320239474094066,1.1253517471925912e-07,0.07270717596764426,0.9643690948860915,2.396949668898052e-33,0.19146289967870542,1.1253517471925912e-07,0.5192712990540764,5.242885663363464e-22,0.9643690948860915
69,2011-11-29,0.0,0.0,0.0,2011,11,29,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,3.3333333333333335,1.6666666666666667,0.005383105741918052,0.003451541830562535,7.671105893720845e-08,0.08463666150622445,0.9448875602748896,5.4593307522331215e-33,0.21591298091726488,1.6434216793821234e-07,0.47965226883004425,2.685690341941217e-22,0.9448875602748896
70,2011-11-30,0.0,0.0,0.0,2011,11,30,2,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,50.0,3.3333333333333335,1.6666666666666667,0.006677108163747914,0.002745041231162644,5.205447572187675e-08,0.09807767964508253,0.9216104472977248,1.237799517733768e-32,0.24238362999515986,2.3891319952628224e-07,0.441051290941554,1.3695310990003124e-22,0.9216104472977248
71,2011-12-01,0.0,0.0,0.0,2011,12,1,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,50.0,3.3333333333333335,1.6666666666666667,0.008244689844825922,0.002173276647747907,3.516321581057925e-08,0.11313897801910364,0.8948393168143698,2.793776256466959e-32,0.2708683284704635,3.4574960100244164e-07,0.40372170860859763,6.95213617456976e-23,0.8948393168143698
72,2011-12-02,0.0,0.0,0.0,2011,12,2,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,50.0,3.3333333333333335,1.6666666666666667,0.010134227381485734,0.00171281936882384,2.3645554668615604e-08,0.12992260830505947,0.8649144172389205,6.277162123269114e-32,0.30133083890551066,4.980966734693725e-07,0.36787944117144233,3.513136727828072e-23,0.8649144172389205
73,2011-12-03,0.0,0.0,0.0,2011,12,3,5,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,3.3333333333333335,1.6666666666666667,0.012400448027957603,0.0013438120398556223,1.5828539209911236e-08,0.14852091655171076,0.8322075006903012,1.4039947359662446e-31,0.33370241075447066,7.143252560542774e-07,0.33370241075447066,1.7672673139340898e-23,0.8322075006903012
74,2011-12-04,0.0,0.0,0.0,2011,12,4,6,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,3.3333333333333335,1.6666666666666667,0.015104783999608878,0.0010495325222677763,1.0547816779454457e-08,0.1690133154060661,0.7971141629458125,3.1260651434701166e-31,0.36787944117144233,1.0197853771706282e-06,0.30133083890551066,8.849930260292657e-24,0.7971141629458125
75,2011-12-05,0.0,0.0,0.0,2011,12,5,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,3.3333333333333335,1.6666666666666667,0.01831563888873418,0.0008159878350721483,6.997045994265065e-09,0.19146289967870542,0.760045927023468,6.928847118330195e-31,0.40372170860859763,1.449278887147761e-06,0.2708683284704635,4.411719196996002e-24,0.760045927023468
76,2011-12-06,0.0,0.0,0.0,2011,12,6,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,3.3333333333333335,1.6666666666666667,0.022108538597039658,0.0006315414766389987,4.62058847615921e-09,0.21591298091726488,0.7214222903547561,1.5288129205360447e-30,0.441051290941554,2.050338474493025e-06,0.24238362999515986,2.1893050878062735e-24,0.7214222903547561
77,2011-12-07,0.0,0.0,0.0,2011,12,7,2,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,3.3333333333333335,1.6666666666666667,0.026566137145725102,0.0004865757746296883,3.0374578711408626e-09,0.24238362999515986,0.6816629478612286,3.3579801181420154e-30,0.47965226883004425,2.8875503621930407e-06,0.21591298091726488,1.0815214096490333e-24,0.6816629478612286
78,2011-12-08,0.0,0.0,0.0,2011,12,8,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,3.3333333333333335,1.6666666666666667,0.03177804641749838,0.00037318957021707967,1.987712853292263e-09,0.2708683284704635,0.6411803884299546,7.342303069252906e-30,0.5192712990540764,4.048218864632775e-06,0.19146289967870542,5.318563715269067e-25,0.6411803884299546
79,2011-12-09,0.0,0.0,0.0,2011,12,9,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,3.3333333333333335,1.6666666666666667,0.03784045853143394,0.00028493048887656886,1.2948737877910746e-09,0.30133083890551066,0.6003730411984044,1.5981476628267853e-29,0.5596191218461927,5.649744546949397e-06,0.1690133154060661,2.603658507632229e-25,0.6003730411984044
80,2011-12-10,0.0,0.0,0.0,2011,12,10,5,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,3.3333333333333335,1.6666666666666667,0.04485553036633267,0.00021656025755544176,8.397144824858431e-10,0.33370241075447066,0.5596191218461927,3.4628359020592734e-29,0.6003730411984044,7.849175678309677e-06,0.14852091655171076,1.2688318989310368e-25,0.6003730411984044
81,2011-12-11,0.0,0.0,0.0,2011,12,11,6,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.6666666666666667,0.05293050193270875,0.00016385096587198604,5.420835868877036e-10,0.36787944117144233,0.5192712990540764,7.469255741829046e-29,0.6411803884299546,1.0855496653299211e-05,0.12992260830505947,6.155375693545423e-26,0.6411803884299546
82,2011-12-12,0.0,0.0,0.0,2011,12,12,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.6666666666666667,0.06217652402211632,0.00012340980408667956,3.4836240728956334e-10,0.40372170860859763,0.47965226883004425,1.603810890548638e-28,0.6816629478612286,1.4945338524781451e-05,0.11313897801910364,2.972593012420696e-26,0.6816629478612286
83,2011-12-13,0.0,0.0,0.0,2011,12,13,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.6666666666666667,0.07270717596764426,9.252960973638543e-05,2.2285722505175572e-10,0.441051290941554,0.441051290941554,3.4281466917367465e-28,0.7214222903547561,2.0482936846887517e-05,0.09807767964508253,1.429047782650265e-26,0.7214222903547561
84,2011-12-14,0.0,0.0,0.0,2011,12,14,2,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.6666666666666667,0.08463666150622445,6.906248619019833e-05,1.4192292867942123e-10,0.47965226883004425,0.40372170860859763,7.294508704739252e-28,0.760045927023468,2.7945321209152884e-05,0.08463666150622445,6.838934727824874e-27,0.760045927023468
85,2011-12-15,0.0,0.0,0.0,2011,12,15,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.6666666666666667,0.09807767964508253,5.131379054322775e-05,8.997229967366561e-11,0.5192712990540764,0.36787944117144233,1.5451231768499288e-27,0.7971141629458125,3.795389888449303e-05,0.07270717596764426,3.2580712504375464e-27,0.7971141629458125
86,2011-12-16,0.0,0.0,0.0,2011,12,16,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.6666666666666667,0.11313897801910364,3.795389888449303e-05,5.678001307018091e-11,0.5596191218461927,0.33370241075447066,3.2580712504375464e-27,0.8322075006903012,5.131379054322775e-05,0.06217652402211632,1.5451231768499288e-27,0.8322075006903012
87,2011-12-17,0.0,0.0,0.0,2011,12,17,5,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.6666666666666667,0.12992260830505947,2.7945321209152884e-05,3.567077669253329e-11,0.6003730411984044,0.30133083890551066,6.838934727824874e-27,0.8649144172389205,6.906248619019833e-05,0.05293050193270875,7.294508704739252e-28,0.8649144172389205
88,2011-12-18,0.0,0.0,0.0,2011,12,18,6,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.6666666666666667,0.14852091655171076,2.0482936846887517e-05,2.2307970104970424e-11,0.6411803884299546,0.2708683284704635,1.429047782650265e-26,0.8948393168143698,9.252960973638543e-05,0.04485553036633267,3.4281466917367465e-28,0.8948393168143698
89,2011-12-19,0.0,0.0,0.0,2011,12,19,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.6666666666666667,0.1690133154060661,1.4945338524781451e-05,1.3887943864964021e-11,0.6816629478612286,0.24238362999515986,2.972593012420696e-26,0.9216104472977248,0.00012340980408667956,0.03784045853143394,1.603810890548638e-28,0.9216104472977248
90,2011-12-20,0.0,0.0,0.0,2011,12,20,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.6666666666666667,0.19146289967870542,1.0855496653299211e-05,8.606890178604721e-12,0.7214222903547561,0.21591298091726488,6.155375693545423e-26,0.9448875602748896,0.00016385096587198604,0.03177804641749838,7.469255741829046e-29,0.9448875602748896
